timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2018-06-12,16.2,16.7999,13.95,14.6282,744968.58,1528847999999,11321260.474835,24285,368915.2,5593754.710866,0
2018-06-13,14.7,14.9731,12.813,13.8499,781129.3,1528934399999,10799288.675251,17726,372750.56,5157253.171022,0
2018-06-14,13.8003,14.3409,13.15,14.0624,682270.16,1529020799999,9384377.514828,14778,298369.62,4105150.44068,0
2018-06-15,14.0662,14.0748,13.5555,13.82,486000.73,1529107199999,6722327.690389,10199,226522.13,3132538.074991,0
2018-06-16,13.82,14.88,13.7599,14.44,663787.16,1529193599999,9508421.439512,15312,308721.74,4432945.304099,0
2018-06-17,14.4291,14.6432,14.0727,14.2399,535906.2,1529279999999,7693301.363015,10074,221091.11,3176485.836142,0
2018-06-18,14.2399,15.62,13.971,15.0902,615447.91,1529366399999,8977252.712709,13462,285791.88,4170233.027155,0
2018-06-19,15.1096,15.9448,15.0,15.6025,586508.69,1529452799999,9045543.55683,15341,278417.97,4292343.68886,0
2018-06-20,15.6025,17.451,14.715,17.35,779691.09,1529539199999,12381199.136987,19859,341216.66,5440704.157618,0
2018-06-21,17.32,17.86,16.5037,17.5826,953254.49,1529625599999,16398372.848506,25572,460531.94,7930058.175358,0
2018-06-22,17.5826,17.6825,14.11,14.48,1295188.37,1529711999999,20292042.358346,30239,555775.9,8685855.626583,0
2018-06-23,14.4848,15.1213,14.13,14.753,518777.36,1529798399999,7631367.324394,13766,279924.27,4121313.684991,0
2018-06-24,14.7693,15.4514,13.0182,14.792,841002.42,1529884799999,11922840.620149,19213,443458.22,6291336.515439,0
2018-06-25,14.7802,16.0999,14.4705,15.85,644026.9,1529971199999,9962691.123436,17599,315902.0,4888501.843282,0
2018-06-26,15.85,15.999,14.7,14.8447,708799.86,1530057599999,10962040.049896,11324,339263.36,5245700.880686,0
2018-06-27,14.8203,15.6399,14.18,15.4501,1004615.03,1530143999999,14962091.940297,15361,525940.08,7823617.452559,0
2018-06-28,15.4512,15.6699,14.3731,14.5421,1125501.57,1530230399999,17057624.158572,16053,606554.4,9211332.928029,0
2018-06-29,14.5309,15.55,14.21,15.2534,1110916.87,1530316799999,16359132.441224,15887,610220.79,8994947.065533,0
2018-06-30,15.2546,16.8529,15.2101,16.1571,1132170.79,1530403199999,18207579.771207,17821,558364.64,8984274.352278,0
2018-07-01,16.165,16.45,15.54,16.0358,733989.26,1530489599999,11731196.476398,11959,403194.15,6445508.587848,0
2018-07-02,16.0017,17.04,15.6,16.6514,921193.92,1530575999999,15106831.489802,16371,497077.53,8166757.982284,0
2018-07-03,16.6613,17.1671,16.022,16.1401,888958.93,1530662399999,14714721.82193,13623,454171.41,7533769.898261,0
2018-07-04,16.1896,17.495,16.0254,16.8426,662602.99,1530748799999,11245989.933503,11770,390922.16,6637870.403617,0
2018-07-05,16.8599,17.4345,16.66,17.4,802679.24,1530835199999,13677631.104964,18231,435963.79,7439842.724143,0
2018-07-06,17.405,18.4678,16.8048,18.327,1383266.95,1530921599999,24617389.40868,29544,733984.03,13063068.230665,0
2018-07-07,18.34,18.7901,17.4158,18.6621,916164.84,1531007999999,16519804.54566,15414,464412.19,8390055.816787,0
2018-07-08,18.6505,18.98,18.1207,18.3447,740441.41,1531094399999,13730195.132694,12463,401220.5,7443891.252017,0
2018-07-09,18.2921,18.75,18.0995,18.1567,738773.85,1531180799999,13628119.613505,13342,352477.17,6505133.461266,0
2018-07-10,18.1766,18.2498,16.02,16.05,1140799.43,1531267199999,19418708.824687,20731,534164.28,9110281.253155,0
2018-07-11,16.0791,16.7214,15.6504,16.44,902667.55,1531353599999,14633392.708532,16606,459998.04,7462168.315612,0
2018-07-12,16.4511,16.4512,15.67,16.3326,770853.48,1531439999999,12335320.813046,12913,405706.0,6498801.157015,0
2018-07-13,16.3651,16.85,16.056,16.27,909976.41,1531526399999,15038885.264738,16447,469061.95,7756660.185828,0
2018-07-14,16.243,16.7434,16.0622,16.3634,595782.12,1531612799999,9711934.249616,9928,305862.04,4991130.047594,0
2018-07-15,16.3665,16.92,16.2507,16.6365,674323.49,1531699199999,11183199.249339,10659,382618.47,6340274.777298,0
2018-07-16,16.6366,17.5396,16.5247,17.384,844366.14,1531785599999,14428299.072726,14231,454908.07,7769541.281681,0
2018-07-17,17.3301,18.3,16.8803,17.92,1063152.13,1531871999999,18619871.634194,20474,568999.53,9968474.852652,0
2018-07-18,17.9032,18.4396,17.04,17.3411,1226583.46,1531958399999,21873186.186607,25079,631493.55,11274271.031675,0
2018-07-19,17.3288,17.9556,17.0364,17.3844,809263.5,1532044799999,14097541.652778,13952,447905.48,7801336.103753,0
2018-07-20,17.3935,17.65,15.73,16.1008,847104.73,1532131199999,14145517.081265,16770,415046.86,6938508.835305,0
2018-07-21,16.1009,16.7019,15.7701,16.3356,723326.2,1532217599999,11775655.434371,10385,357472.88,5821420.126662,0
2018-07-22,16.3106,16.5658,16.0,16.1449,798029.77,1532303999999,13017323.42957,9335,436302.05,7117298.839327,0
2018-07-23,16.15,16.76,15.85,16.0477,671705.72,1532390399999,10915424.750457,10029,364236.09,5922556.173682,0
2018-07-24,16.0476,16.8299,15.72,16.5948,760401.03,1532476799999,12476713.084793,15246,386985.09,6363945.910633,0
2018-07-25,16.5752,16.9085,16.12,16.5352,519882.57,1532563199999,8647552.850179,12083,252787.98,4207402.859113,0
2018-07-26,16.5405,17.4679,16.294,16.66,751866.16,1532649599999,12749591.222901,16066,432355.26,7343621.548067,0
2018-07-27,16.6599,17.23,16.31,17.0736,902071.25,1532735999999,15112739.865777,14631,473811.7,7950379.546127,0
2018-07-28,17.0844,17.4,16.6028,17.0143,881786.95,1532822399999,14906377.591032,12215,405910.46,6868379.578189,0
2018-07-29,17.0143,17.15,16.683,16.8879,825160.08,1532908799999,13909417.428968,10348,490016.03,8266470.208689,0
2018-07-30,16.8955,17.4,16.6001,17.118,1067099.79,1532995199999,18121464.337161,18103,603393.84,10253755.199544,0
2018-07-31,17.1354,17.1625,15.8135,16.185,926336.02,1533081599999,15486103.243777,15230,423870.45,7094123.983417,0
2018-08-01,16.18,16.32,14.9442,15.4773,978358.27,1533167999999,15504489.155657,15388,515952.39,8181873.686338,0
2018-08-02,15.4731,15.6,14.5313,14.9281,1109087.46,1533254399999,16778027.895252,14725,576254.78,8726074.994418,0
2018-08-03,14.914,17.65,14.1206,16.5698,1849257.81,1533340799999,28645914.35582,29415,1048867.59,16136352.61128,0
2018-08-04,16.5698,16.9553,15.83,16.4573,1562769.54,1533427199999,25706658.183916,26500,847089.78,13947935.066164,0
2018-08-05,16.4572,17.85,16.21,17.687,1485329.11,1533513599999,25016898.958615,23509,822447.64,13851022.49485,0
2018-08-06,17.6869,18.7899,17.1273,18.7005,2117990.67,1533599999999,37947408.964403,40436,1041064.71,18650870.742014,0
2018-08-07,18.7005,20.8016,16.66,17.3,4712762.71,1533686399999,88878239.206978,92723,2283513.99,43091627.129435,0
2018-08-08,17.3001,17.3001,14.51,15.1413,2983380.94,1533772799999,47521699.930359,59152,1520218.51,24193792.177437,0
2018-08-09,15.1499,15.4707,14.2981,15.0176,1630680.22,1533859199999,24499425.222307,30634,861492.26,12953712.568016,0
2018-08-10,15.0176,15.33,14.03,14.2569,839857.7,1533945599999,12370711.631001,25011,411226.04,6064629.518442,0
2018-08-11,14.2567,14.2871,12.4003,13.1436,952822.39,1534031999999,12728473.915967,25482,461627.11,6160290.803584,0
2018-08-12,13.1985,13.6342,12.8,13.1844,628718.55,1534118399999,8329038.710457,19324,311332.21,4124785.059123,0
2018-08-13,13.1891,13.45,11.8508,11.9,2306175.13,1534204799999,29745150.255342,27988,1369135.88,17672179.66589,0
2018-08-14,11.9,11.9687,10.0881,11.77,2621615.0,1534291199999,28490898.674336,36504,1458895.6,15852982.19791,0
2018-08-15,11.77,13.75,11.5842,13.2459,2886277.83,1534377599999,35250371.43565,46902,1457744.64,17785593.853887,0
2018-08-16,13.2001,14.95,12.8287,13.8966,4114710.24,1534463999999,57233726.704819,69743,1990802.81,27685136.296448,0
2018-08-17,13.8966,14.587,12.81,14.4524,4232142.04,1534550399999,58294221.455792,57684,2516576.73,34685912.370478,0
2018-08-18,14.4653,14.5772,12.5158,13.1793,3060704.47,1534636799999,41760530.738625,36844,1848952.52,25233193.771114,0
2018-08-19,13.1566,13.7826,12.817,13.3035,2466991.27,1534723199999,32653820.413148,26245,1707846.95,22581108.313028,0
2018-08-20,13.3036,13.5427,12.1785,12.3703,2496132.99,1534809599999,32631747.709675,27133,1670326.57,21876537.396635,0
2018-08-21,12.3931,12.87,12.2026,12.732,2552094.99,1534895999999,31930012.09701,23538,1642627.13,20524566.675089,0
